,year,sex,town,age,paes,major,faculty,grade,VR,SR,AR,NA,MR,CSA,habits,approved,sch_type
1486,2020,Masculino,Guazapa,22,6.93,Técnico en Ingeniería Mecánica,Facultad de Ingenieria,8.0,30,10,45,85,40,5,7,Aprobado,Privado
1487,2020,Masculino,San Martín,19,7.7,Técnico en Desarrollo de Aplicaciones Móviles,Facultad de Ingenieria,8.1,90,15,50,55,40,45,5,Aprobado,Privado
1488,2020,Masculino,Ciudad Delgado,20,8.67,Ingeniería Eléctrica,Facultad de Ingenieria,7.4,10,95,60,90,100,50,10,Aprobado,Privado
1489,2020,Masculino,Cojutepeque,22,7.61,Técnico en Ingeniería Biomédica,Facultad de Ingenieria,8.8,60,50,35,65,65,20,8,Aprobado,Privado
1490,2020,Masculino,Ilopango,20,7.15,Técnico en Ingeniería en Computación,Facultad de Ingenieria,8.2,40,25,15,50,10,40,3,Aprobado,Privado
1491,2020,Masculino,Ciudad Delgado,21,7.62,Técnico en Ingeniería Biomédica,Facultad de Ingenieria,7.8,75,35,10,40,5,30,5,Aprobado,Privado
1492,2020,Masculino,San Martín,19,8.42,Ingeniería en Automatización,Facultad de Ingenieria,7.6,80,20,45,95,5,20,8,Aprobado,Privado
1493,2020,Masculino,Nejapa,20,5.2,Técnico en Ingeniería Mecánica,Facultad de Ingenieria,7.5,55,10,5,5,30,5,8,Aprobado,Privado
1494,2020,Masculino,Cojutepeque,20,7.62,Técnico en Ingeniería Electrónica,Facultad de Ingenieria,7.4,40,15,35,35,40,40,17,Aprobado,Privado
1495,2020,Masculino,Mejicanos,19,8.43,Ingeniería en Telecomunicaciones,Facultad de Ingenieria,8.5,95,95,30,90,80,50,13,Aprobado,Privado
1496,2020,Masculino,Ilopango,22,7.54,Técnico en Ingeniería en Computación,Facultad de Ingenieria,8.4,75,50,35,55,30,45,1,Aprobado,Privado
1497,2020,Masculino,San Martín,21,7.84,Técnico en Ingeniería Biomédica,Facultad de Ingenieria,7.9,60,70,30,25,80,10,5,Aprobado,Privado
1498,2020,Masculino,Ciudad Delgado,19,8.04,Técnico en Ingeniería en Computación,Facultad de Ingenieria,7.0,65,30,35,65,30,40,3,Aprobado,Privado
1499,2020,Masculino,Tonacatepeque,19,6.38,Técnico en Ingeniería Eléctrica,Facultad de Ingenieria,7.3,35,5,5,25,35,5,5,Aprobado,Privado
1500,2020,Masculino,San Martín,19,8.01,Técnico en Desarrollo de Aplicaciones Móviles,Facultad de Ingenieria,8.4,90,20,25,5,30,5,4,Aprobado,Privado
1501,2020,Masculino,Tonacatepeque,19,1.94,Técnico en Ingeniería en Computación,Facultad de Ingenieria,7.7,15,5,5,20,10,5,6,Aprobado,Privado
1502,2020,Masculino,Ciudad Delgado,19,7.73,Técnico en Ingeniería en Computación,Facultad de Ingenieria,7.8,55,40,25,70,5,55,4,Aprobado,Privado
1503,2021,Masculino,Ciudad Delgado,18,7.97,Técnico en Ingeniería en Computación,Facultad de Ingenieria,8.3,40,40,30,95,25,40,0,Aprobado,Privado
1504,2021,Masculino,San Salvador,19,8.48,Ingeniería Mecánica,Facultad de Ingenieria,8.7,95,95,100,100,95,75,0,Aprobado,Privado
1505,2021,Masculino,Cojutepeque,18,1.5,Ingeniería Eléctrica,Facultad de Ingenieria,8.3,65,45,35,95,60,70,0,Aprobado,Privado
1506,2021,Masculino,Ciudad Arce,18,1.5,Ingeniería en Telecomunicaciones,Facultad de Ingenieria,9.0,95,95,55,95,50,70,0,Aprobado,Privado
1507,2021,Masculino,San Pedro Perulapan,20,8.28,Ingeniería en Automatización,Facultad de Ingenieria,7.2,90,95,75,95,95,65,0,Aprobado,Privado
1508,2021,Masculino,San Vicente,17,1.5,Ingeniería Eléctrica,Facultad de Ingenieria,7.8,5,10,5,95,10,5,0,Aprobado,Privado
1509,2021,Masculino,Ciudad Delgado,30,6.0,Técnico en Ingeniería Biomédica,Facultad de Ingenieria,8.0,95,35,75,100,30,40,0,Aprobado,Privado
1510,2021,Masculino,Panchimalco,19,1.5,Ingeniería Eléctrica,Facultad de Ingenieria,8.4,50,35,25,90,5,5,0,Aprobado,Privado
1511,2017,Masculino,Cuscatancingo,24,8.11,Ingeniería Mecánica,Facultad de Ingenieria,7.6,85,50,85,65,50,80,11,Aprobado,Público
1512,2017,Masculino,San Jose Villa Nueva,25,7.54,Ingeniería en Telecomunicaciones,Facultad de Ingenieria,8.1,85,45,60,100,40,50,3,Aprobado,Público
1513,2017,Masculino,San Vicente,22,7.82,Ingeniería Electrónica,Facultad de Ingenieria,7.0,50,5,10,70,15,30,7,Aprobado,Público
1514,2017,Masculino,San Pedro Perulapan,24,3.88,Técnico en Ingeniería en Computación,Facultad de Ingenieria,7.1,80,10,20,60,30,55,2,Aprobado,Público
1515,2017,Masculino,Tonacatepeque,22,8.43,Ingeniería en Telecomunicaciones,Facultad de Ingenieria,8.0,95,85,25,75,55,60,3,Aprobado,Público
1516,2017,Masculino,Antiguo Cuscatlán,26,7.83,Ingeniería en Telecomunicaciones,Facultad de Ingenieria,7.8,30,85,80,5,80,75,3,Aprobado,Público
1517,2017,Masculino,Apopa,23,7.93,Ingeniería Eléctrica,Facultad de Ingenieria,7.7,65,20,20,55,10,70,3,Aprobado,Público
1518,2017,Masculino,Mejicanos,23,7.96,Ingeniería Mecánica,Facultad de Ingenieria,7.9,85,15,5,95,35,5,3,Aprobado,Público
1519,2017,Masculino,Suchitoto,22,6.99,Ingeniería en Telecomunicaciones,Facultad de Ingenieria,7.7,95,25,70,80,60,5,6,Aprobado,Público
1520,2017,Masculino,San Vicente,22,8.04,Ingeniería en Telecomunicaciones,Facultad de Ingenieria,7.6,55,30,5,35,10,10,20,Aprobado,Público
1521,2017,Masculino,Ciudad Delgado,23,7.76,Ingeniería Mecánica,Facultad de Ingenieria,7.3,20,30,15,20,50,20,10,Aprobado,Público
1522,2018,Masculino,Apopa,22,8.12,Ingeniería Mecánica,Facultad de Ingenieria,7.1,85,65,60,70,55,20,10,Aprobado,Público
1523,2018,Masculino,San Salvador,25,8.31,Ingeniería Electrónica,Facultad de Ingenieria,7.4,90,100,95,100,90,80,4,Aprobado,Público
1524,2018,Masculino,Chinameca,21,7.7,Ingeniería Eléctrica,Facultad de Ingenieria,7.2,55,20,35,50,25,20,5,Aprobado,Público
1525,2018,Masculino,San Salvador,22,8.37,Ingeniería en Telecomunicaciones,Facultad de Ingenieria,7.4,95,90,90,95,80,10,3,Aprobado,Público
1526,2018,Masculino,Ciudad Delgado,23,8.2,Ingeniería Mecánica,Facultad de Ingenieria,7.8,90,85,95,95,50,70,1,Aprobado,Público
1527,2018,Masculino,Cojutepeque,22,7.93,Ingeniería Mecánica,Facultad de Ingenieria,7.3,40,55,25,35,65,40,2,Aprobado,Público
1528,2018,Masculino,San Bartolomé Perulapia,24,7.31,Técnico en Ingeniería en Computación,Facultad de Ingenieria,7.3,90,10,75,80,5,5,5,Aprobado,Público
1529,2018,Masculino,Mejicanos,23,7.86,Ingeniería Mecánica,Facultad de Ingenieria,7.4,85,85,55,50,95,75,3,Aprobado,Público
1530,2018,Masculino,Cuscatancingo,22,7.53,Ingeniería Mecánica,Facultad de Ingenieria,7.5,85,5,25,90,40,60,2,Aprobado,Público
1531,2018,Masculino,San Salvador,21,7.78,Ingeniería en Telecomunicaciones,Facultad de Ingenieria,7.6,75,30,35,70,75,50,6,Aprobado,Público
1532,2018,Masculino,Santo Tomas,22,8.54,Ingeniería Electrónica,Facultad de Ingenieria,7.5,85,80,85,65,75,50,5,Aprobado,Público
1533,2019,Masculino,Mejicanos,22,8.27,Ingeniería Electrónica,Facultad de Ingenieria,7.9,75,65,35,85,65,40,5,Aprobado,Público
1534,2019,Masculino,San Vicente,21,7.5,Técnico en Ingeniería Mecánica,Facultad de Ingenieria,7.3,55,5,25,10,50,5,2,Aprobado,Público
1535,2019,Masculino,San Salvador,21,8.01,Ingeniería Eléctrica,Facultad de Ingenieria,7.5,85,10,75,65,50,40,6,Aprobado,Público
1536,2019,Masculino,Mejicanos,21,8.58,Ingeniería Eléctrica,Facultad de Ingenieria,7.0,55,60,55,90,65,45,3,Aprobado,Público
1537,2019,Masculino,Nejapa,26,8.04,Técnico en Ingeniería Electrónica,Facultad de Ingenieria,9.3,95,95,60,100,95,65,4,Aprobado,Público
1538,2019,Masculino,La Palma,20,8.16,Ingeniería Electrónica,Facultad de Ingenieria,7.0,70,10,25,75,65,20,3,Aprobado,Público
1539,2019,Masculino,Ciudad Delgado,21,8.64,Ingeniería en Automatización,Facultad de Ingenieria,7.9,85,85,35,10,95,5,4,Aprobado,Público
1540,2019,Masculino,San Salvador,21,7.5,Ingeniería en Telecomunicaciones,Facultad de Ingenieria,7.6,75,10,45,20,40,75,10,Aprobado,Público
1541,2019,Masculino,San Martín,24,7.55,Ingeniería Mecánica,Facultad de Ingenieria,7.4,70,20,85,85,50,70,20,Aprobado,Público
1542,2019,Masculino,San Salvador,23,7.83,Ingeniería Electrónica,Facultad de Ingenieria,7.2,95,60,85,65,85,65,7,Aprobado,Público
1543,2019,Masculino,San Pedro Perulapan,22,7.57,Técnico en Ingeniería Eléctrica,Facultad de Ingenieria,7.8,20,5,10,15,5,45,9,Aprobado,Público
1544,2019,Masculino,Guacotecti,21,8.03,Técnico en Ingeniería en Computación,Facultad de Ingenieria,7.8,35,20,5,55,50,5,11,Aprobado,Público
1545,2019,Masculino,Tonacatepeque,22,8.32,Ingeniería Eléctrica,Facultad de Ingenieria,8.2,85,60,45,35,15,70,4,Aprobado,Público
1546,2019,Masculino,Apopa,21,7.7,Ingeniería Mecánica,Facultad de Ingenieria,7.4,35,85,75,80,70,5,11,Aprobado,Público
1547,2019,Masculino,Tonacatepeque,20,8.23,Ingeniería Mecánica,Facultad de Ingenieria,7.3,65,5,80,75,55,30,12,Aprobado,Público
1548,2019,Masculino,Apopa,22,7.51,Técnico en Desarrollo de Aplicaciones Móviles,Facultad de Ingenieria,7.2,5,5,5,5,5,5,3,Aprobado,Público
1549,2019,Masculino,Cojutepeque,23,7.58,Ingeniería Mecánica,Facultad de Ingenieria,7.2,75,20,10,80,5,50,7,Aprobado,Público
1550,2019,Masculino,Ilopango,20,8.05,Ingeniería Electrónica,Facultad de Ingenieria,7.8,50,65,70,20,55,50,6,Aprobado,Público
1551,2019,Masculino,Ciudad Delgado,21,6.39,Ingeniería Mecánica,Facultad de Ingenieria,7.0,55,45,15,25,90,5,8,Aprobado,Público
1552,2019,Masculino,Mejicanos,21,8.78,Ingeniería Eléctrica,Facultad de Ingenieria,7.3,75,35,5,90,35,60,6,Aprobado,Público
1553,2019,Masculino,Nueva Concepción,19,8.12,Ingeniería Mecánica,Facultad de Ingenieria,7.2,65,5,10,25,30,30,8,Aprobado,Público
1554,2019,Masculino,Oratorio de Concepción,22,5.07,Técnico en Desarrollo de Aplicaciones Móviles,Facultad de Ingenieria,7.6,20,10,5,35,10,20,2,Aprobado,Público
1555,2019,Masculino,Panchimalco,22,7.78,Técnico en Ingeniería Electrónica,Facultad de Ingenieria,8.5,85,65,90,55,90,70,15,Aprobado,Público
1556,2019,Masculino,San Salvador,22,2.0,Técnico en Ingeniería Biomédica,Facultad de Ingenieria,8.0,40,10,80,85,35,5,10,Aprobado,Público
1557,2020,Masculino,Apopa,23,7.82,Ingeniería Electrónica,Facultad de Ingenieria,8.4,70,10,35,60,50,40,14,Aprobado,Público
1558,2020,Masculino,Ilobasco,19,7.64,Técnico en Ingeniería Mecánica,Facultad de Ingenieria,8.2,5,70,80,90,90,5,11,Aprobado,Público
1559,2020,Masculino,Ilopango,21,7.67,Técnico en Ingeniería Mecánica,Facultad de Ingenieria,8.6,20,20,70,80,65,30,1,Aprobado,Público
1560,2020,Masculino,Ilopango,21,7.52,Técnico en Ingeniería Eléctrica,Facultad de Ingenieria,7.3,75,20,10,85,70,5,6,Aprobado,Público
1561,2020,Masculino,Aguilares,20,8.21,Técnico en Ingeniería Electrónica,Facultad de Ingenieria,8.2,70,25,30,20,95,20,2,Aprobado,Público
1562,2020,Masculino,Cojutepeque,20,7.91,Ingeniería Eléctrica,Facultad de Ingenieria,7.4,20,60,35,90,85,5,2,Aprobado,Público
1563,2020,Masculino,Ilopango,20,6.74,Técnico en Ingeniería Eléctrica,Facultad de Ingenieria,7.4,75,10,35,70,15,45,6,Aprobado,Público
1564,2020,Masculino,Oratorio de Concepción,19,6.98,Técnico en Ingeniería en Computación,Facultad de Ingenieria,7.2,40,10,15,20,55,25,5,Aprobado,Público
1565,2020,Masculino,Mejicanos,45,1.0,Técnico en Ingeniería Biomédica,Facultad de Ingenieria,8.4,5,5,5,5,5,5,5,Aprobado,Público
1566,2020,Masculino,Ayutuxtepeque,32,8.4,Técnico en Ingeniería Mecánica,Facultad de Ingenieria,7.4,40,25,70,95,5,5,7,Aprobado,Público
1567,2020,Masculino,San Miguel,19,8.67,Ingeniería Mecánica,Facultad de Ingenieria,8.0,95,95,50,95,100,45,7,Aprobado,Público
1568,2020,Masculino,Quezaltepeque,20,6.24,Técnico en Ingeniería en Computación,Facultad de Ingenieria,8.4,40,10,5,65,40,40,8,Aprobado,Público
1569,2020,Masculino,San Salvador,21,7.27,Técnico en Ingeniería Electrónica,Facultad de Ingenieria,8.2,95,85,45,100,85,5,7,Aprobado,Público
1570,2020,Masculino,Apopa,22,5.63,Técnico en Ingeniería en Computación,Facultad de Ingenieria,7.3,90,10,45,65,85,65,6,Aprobado,Público
1571,2020,Masculino,Mejicanos,21,8.48,Ingeniería Mecánica,Facultad de Ingenieria,7.0,95,85,50,85,100,50,7,Aprobado,Público
1572,2020,Masculino,Santa Ana,20,5.89,Técnico en Ingeniería en Computación,Facultad de Ingenieria,8.4,25,20,10,50,25,40,2,Aprobado,Público
1573,2020,Masculino,San Salvador,20,8.08,Ingeniería Electrónica,Facultad de Ingenieria,8.1,50,45,20,50,20,15,4,Aprobado,Público
1574,2021,Masculino,San Salvador,19,7.73,Ingeniería Mecánica,Facultad de Ingenieria,7.0,55,55,85,95,85,65,3,Aprobado,Público
1575,2021,Masculino,Mejicanos,19,8.04,Ingeniería en Automatización,Facultad de Ingenieria,8.3,75,55,35,25,55,50,4,Aprobado,Público
1576,2021,Masculino,Tonacatepeque,17,1.5,Ingeniería Mecánica,Facultad de Ingenieria,7.7,95,90,95,100,95,75,14,Aprobado,Público
1577,2021,Masculino,Cuscatancingo,19,8.32,Ingeniería Electrónica,Facultad de Ingenieria,8.1,65,75,45,65,50,70,9,Aprobado,Público
1578,2021,Masculino,San Salvador,20,7.78,Ingeniería Eléctrica,Facultad de Ingenieria,7.3,80,35,25,100,25,5,0,Aprobado,Público
1579,2021,Masculino,Panchimalco,19,8.32,Ingeniería en Automatización,Facultad de Ingenieria,8.6,90,95,80,100,0,55,0,Aprobado,Público
1580,2021,Masculino,Mejicanos,19,5.66,Técnico en Control de la Calidad,Facultad de Ingenieria,8.3,60,35,35,95,10,60,0,Aprobado,Público
1581,2021,Masculino,Cojutepeque,19,8.11,Ingeniería en Telecomunicaciones,Facultad de Ingenieria,7.3,85,70,60,95,95,55,0,Aprobado,Público
1582,2021,Masculino,San Pedro Perulapan,20,7.97,Ingeniería Eléctrica,Facultad de Ingenieria,7.2,95,90,100,100,55,70,0,Aprobado,Público
1583,2021,Masculino,Apopa,26,7.5,Ingeniería en Automatización,Facultad de Ingenieria,7.7,85,85,100,100,100,65,0,Aprobado,Público
1584,2021,Masculino,Santo Tomas,19,7.53,Ingeniería en Telecomunicaciones,Facultad de Ingenieria,7.3,50,15,10,85,55,5,0,Aprobado,Público
1585,2021,Masculino,San Martín,18,1.0,Técnico en Ingeniería Biomédica,Facultad de Ingenieria,8.1,50,10,5,50,5,65,0,Aprobado,Público
1586,2021,Masculino,Santo Tomas,21,7.97,Ingeniería Mecánica,Facultad de Ingenieria,8.3,20,25,10,85,85,50,0,Aprobado,Público
1587,2021,Masculino,Mejicanos,19,7.99,Ingeniería Eléctrica,Facultad de Ingenieria,7.8,40,75,90,95,55,60,0,Aprobado,Público
1588,2021,Masculino,Tonacatepeque,19,8.6,Ingeniería en Automatización,Facultad de Ingenieria,8.8,95,95,75,100,95,40,0,Aprobado,Público
1589,2021,Masculino,San Sebastián Salitrillo,20,8.15,Técnico en Ingeniería en Computación,Facultad de Ingenieria,8.6,80,50,25,90,15,15,0,Aprobado,Público
1590,2017,Femenino,Mejicanos,22,8.72,Ingeniería en Ciencias de la Computación,Facultad de Ingenieria,8.5,80,25,65,65,65,70,1,Aprobado,Privado
1591,2017,Masculino,Apopa,22,8.38,Ingeniería en Ciencias de la Computación,Facultad de Ingenieria,7.8,65,95,60,80,65,45,7,Aprobado,Privado
1592,2017,Masculino,Ilopango,25,5.36,Ingeniería en Ciencias de la Computación,Facultad de Ingenieria,7.7,70,85,60,85,50,45,10,Aprobado,Privado
1593,2017,Femenino,San Rafael Cedros,22,3.11,Ingeniería en Ciencias de la Computación,Facultad de Ingenieria,7.4,75,10,5,80,55,55,5,Aprobado,Privado
1594,2017,Masculino,San Salvador,22,8.65,Ingeniería en Ciencias de la Computación,Facultad de Ingenieria,8.4,50,80,85,90,5,5,2,Aprobado,Privado
1595,2017,Masculino,Santa Tecla,24,8.03,Ingeniería en Ciencias de la Computación,Facultad de Ingenieria,8.3,65,20,70,85,15,60,17,Aprobado,Privado
1596,2017,Femenino,Ciudad Delgado,24,5.95,Ingeniería en Ciencias de la Computación,Facultad de Ingenieria,7.9,10,5,15,70,50,5,7,Aprobado,Privado
1597,2017,Masculino,Santa Tecla,23,8.55,Ingeniería en Ciencias de la Computación,Facultad de Ingenieria,7.9,95,100,95,100,100,65,9,Aprobado,Público
1598,2017,Masculino,Cuscatancingo,24,7.85,Ingeniería en Ciencias de la Computación,Facultad de Ingenieria,7.9,80,60,70,95,55,20,4,Aprobado,Público
1599,2017,Masculino,Mejicanos,22,9.38,Ingeniería en Ciencias de la Computación,Facultad de Ingenieria,9.0,95,75,85,80,95,75,6,Aprobado,Privado
1600,2017,Femenino,Ilopango,22,7.57,Ingeniería en Ciencias de la Computación,Facultad de Ingenieria,7.8,55,10,45,60,70,80,5,Aprobado,Privado
1601,2017,Masculino,San Marcos,23,8.03,Ingeniería en Ciencias de la Computación,Facultad de Ingenieria,8.3,95,90,90,75,95,75,6,Aprobado,Privado
1602,2017,Masculino,Ciudad Delgado,24,6.18,Ingeniería en Ciencias de la Computación,Facultad de Ingenieria,7.1,60,15,45,55,10,50,9,Aprobado,Público
1603,2017,Masculino,Santa Tecla,23,9.14,Ingeniería en Ciencias de la Computación,Facultad de Ingenieria,8.9,95,90,90,50,65,85,10,Aprobado,Privado
1604,2017,Femenino,San Marcos,23,8.99,Ingeniería en Ciencias de la Computación,Facultad de Ingenieria,8.8,95,90,60,85,85,85,2,Aprobado,Privado
1605,2017,Masculino,San Martín,23,8.36,Ingeniería en Ciencias de la Computación,Facultad de Ingenieria,8.7,90,55,90,95,50,75,3,Aprobado,Público
1606,2017,Masculino,Santa Tecla,23,8.95,Ingeniería en Ciencias de la Computación,Facultad de Ingenieria,8.7,95,95,90,95,85,90,8,Aprobado,Privado
1607,2017,Masculino,Santa Tecla,23,7.78,Ingeniería en Ciencias de la Computación,Facultad de Ingenieria,8.2,95,10,35,90,60,65,3,Aprobado,Privado
1608,2017,Masculino,Ayutuxtepeque,22,8.33,Ingeniería en Ciencias de la Computación,Facultad de Ingenieria,8.6,40,60,25,85,75,65,14,Aprobado,Público
1609,2018,Masculino,San Rafael Cedros,22,7.97,Ingeniería en Ciencias de la Computación,Facultad de Ingenieria,7.2,95,55,55,75,10,70,11,Aprobado,Público
1610,2018,Masculino,San Salvador,21,7.61,Ingeniería en Ciencias de la Computación,Facultad de Ingenieria,7.5,40,10,20,70,5,5,7,Aprobado,Público
1611,2018,Masculino,San Salvador,22,8.2,Ingeniería en Ciencias de la Computación,Facultad de Ingenieria,8.5,90,85,90,50,5,90,11,Aprobado,Público
1612,2018,Masculino,San Bartolomé Perulapia,22,7.78,Ingeniería en Ciencias de la Computación,Facultad de Ingenieria,7.7,80,60,45,25,30,45,4,Aprobado,Público
1613,2018,Masculino,San Pedro Perulapan,20,7.57,Ingeniería en Ciencias de la Computación,Facultad de Ingenieria,7.8,85,85,70,10,80,80,4,Aprobado,Público
1614,2018,Masculino,Ciudad Delgado,22,8.08,Ingeniería en Ciencias de la Computación,Facultad de Ingenieria,8.3,95,90,50,50,40,65,6,Aprobado,Público
1615,2018,Masculino,Mejicanos,22,8.79,Ingeniería en Ciencias de la Computación,Facultad de Ingenieria,8.8,90,95,95,95,50,80,9,Aprobado,Público
1616,2018,Masculino,San Salvador,22,7.85,Ingeniería en Ciencias de la Computación,Facultad de Ingenieria,7.6,80,40,75,55,50,65,12,Aprobado,Público
1617,2018,Masculino,Ciudad Delgado,22,7.64,Ingeniería en Ciencias de la Computación,Facultad de Ingenieria,7.5,80,5,15,40,55,15,3,Aprobado,Público
1618,2018,Masculino,Mejicanos,21,8.78,Ingeniería en Ciencias de la Computación,Facultad de Ingenieria,8.4,95,40,80,75,5,65,3,Aprobado,Privado
1619,2018,Masculino,San Salvador,23,7.74,Ingeniería en Ciencias de la Computación,Facultad de Ingenieria,8.1,70,5,15,65,5,20,6,Aprobado,Público
1620,2018,Masculino,San Salvador,23,7.33,Ingeniería en Ciencias de la Computación,Facultad de Ingenieria,8.0,20,5,45,35,10,5,4,Aprobado,Público
1621,2018,Masculino,San Martín,21,8.18,Ingeniería en Ciencias de la Computación,Facultad de Ingenieria,8.1,85,5,20,90,5,85,2,Aprobado,Público
1622,2018,Masculino,Colon,22,8.64,Ingeniería en Ciencias de la Computación,Facultad de Ingenieria,7.8,95,95,90,55,5,50,6,Aprobado,Privado
1623,2018,Femenino,Ilopango,21,8.53,Ingeniería en Ciencias de la Computación,Facultad de Ingenieria,8.7,95,40,70,70,5,90,2,Aprobado,Público
1624,2018,Masculino,Mejicanos,22,8.72,Ingeniería en Ciencias de la Computación,Facultad de Ingenieria,9.0,95,30,80,90,15,70,11,Aprobado,Público
1625,2018,Femenino,Ciudad Delgado,22,8.12,Ingeniería en Ciencias de la Computación,Facultad de Ingenieria,8.1,90,30,60,85,80,45,2,Aprobado,Público
1626,2018,Masculino,Ilopango,22,8.41,Ingeniería en Ciencias de la Computación,Facultad de Ingenieria,7.6,95,75,90,80,40,75,7,Aprobado,Privado
1627,2018,Femenino,San Pedro Perulapan,22,8.32,Ingeniería en Ciencias de la Computación,Facultad de Ingenieria,8.1,85,30,55,90,30,10,7,Aprobado,Público
1628,2018,Masculino,Apopa,22,8.18,Ingeniería en Ciencias de la Computación,Facultad de Ingenieria,8.1,55,5,50,80,40,65,2,Aprobado,Privado
1629,2018,Femenino,Apopa,21,7.7,Ingeniería en Ciencias de la Computación,Facultad de Ingenieria,7.7,80,20,55,50,45,45,6,Aprobado,Privado
1630,2018,Masculino,San Martín,22,7.6,Ingeniería en Ciencias de la Computación,Facultad de Ingenieria,7.2,55,10,10,40,10,50,9,Aprobado,Público
1631,2018,Masculino,Ciudad Delgado,22,7.67,Ingeniería en Ciencias de la Computación,Facultad de Ingenieria,7.6,85,5,15,85,40,5,7,Aprobado,Público
1632,2018,Masculino,Ilopango,21,8.23,Ingeniería en Ciencias de la Computación,Facultad de Ingenieria,8.0,95,20,50,90,5,60,6,Aprobado,Público
1633,2018,Masculino,San Salvador,22,7.63,Ingeniería en Ciencias de la Computación,Facultad de Ingenieria,7.9,35,20,70,80,5,60,5,Aprobado,Público
1634,2018,Masculino,Apopa,23,5.14,Ingeniería en Ciencias de la Computación,Facultad de Ingenieria,8.3,20,5,35,70,10,45,2,Aprobado,Público
1635,2018,Masculino,San Salvador,22,7.9,Ingeniería en Ciencias de la Computación,Facultad de Ingenieria,7.5,95,90,80,85,75,50,3,Aprobado,Público
1636,2018,Masculino,Santo Tomas,22,7.66,Ingeniería en Ciencias de la Computación,Facultad de Ingenieria,7.8,25,15,10,5,20,20,1,Aprobado,Público
1637,2018,Masculino,San Salvador,22,8.2,Ingeniería en Ciencias de la Computación,Facultad de Ingenieria,8.0,70,90,80,90,70,40,7,Aprobado,Público
1638,2018,Masculino,San Salvador,21,8.13,Ingeniería en Ciencias de la Computación,Facultad de Ingenieria,7.7,95,35,45,90,30,5,3,Aprobado,No clasificable
1639,2018,Masculino,San Esteban Catarina,22,9.01,Ingeniería en Ciencias de la Computación,Facultad de Ingenieria,9.2,95,55,85,80,55,85,5,Aprobado,Público
1640,2018,Femenino,San Salvador,25,8.07,Ingeniería en Ciencias de la Computación,Facultad de Ingenieria,8.2,90,60,45,100,40,75,7,Aprobado,Público
1641,2018,Femenino,San Pedro Perulapan,21,4.3,Ingeniería en Ciencias de la Computación,Facultad de Ingenieria,7.6,40,20,10,85,25,80,1,Aprobado,Público
1642,2018,Masculino,Guazapa,21,8.27,Ingeniería en Ciencias de la Computación,Facultad de Ingenieria,8.2,75,20,35,40,35,45,5,Aprobado,Privado
1643,2018,Masculino,Mejicanos,21,8.32,Ingeniería en Ciencias de la Computación,Facultad de Ingenieria,7.4,85,35,25,80,40,80,6,Aprobado,Público
1644,2018,Masculino,San Salvador,22,7.97,Ingeniería en Ciencias de la Computación,Facultad de Ingenieria,7.4,40,60,30,75,70,70,3,Aprobado,Privado
1645,2018,Masculino,San Salvador,23,4.9,Ingeniería en Ciencias de la Computación,Facultad de Ingenieria,7.3,70,50,55,55,65,5,1,Aprobado,Privado
1646,2018,Masculino,San Martín,21,8.78,Ingeniería en Ciencias de la Computación,Facultad de Ingenieria,8.4,95,75,80,95,95,75,7,Aprobado,Privado
1647,2018,Masculino,Santa Tecla,22,9.1,Ingeniería en Ciencias de la Computación,Facultad de Ingenieria,8.4,100,85,90,95,75,70,3,Aprobado,Privado
1648,2018,Masculino,Apopa,21,7.76,Ingeniería en Ciencias de la Computación,Facultad de Ingenieria,7.9,70,85,85,80,65,75,5,Aprobado,Público
1649,2018,Masculino,Ilopango,21,7.64,Ingeniería en Ciencias de la Computación,Facultad de Ingenieria,8.5,15,25,75,35,40,60,2,Aprobado,Privado
1650,2018,Masculino,San Marcos,22,8.24,Ingeniería en Ciencias de la Computación,Facultad de Ingenieria,8.1,55,75,90,75,40,5,9,Aprobado,Privado
1651,2018,Masculino,Mejicanos,20,8.41,Ingeniería en Ciencias de la Computación,Facultad de Ingenieria,8.4,70,60,20,80,40,80,3,Aprobado,Público
1652,2018,Masculino,San Salvador,23,7.5,Ingeniería en Ciencias de la Computación,Facultad de Ingenieria,7.4,30,20,30,5,35,5,4,Aprobado,Privado
1653,2019,Masculino,Apopa,21,7.76,Ingeniería en Ciencias de la Computación,Facultad de Ingenieria,7.8,20,20,45,5,25,20,5,Aprobado,Privado
1654,2019,Masculino,Cuscatancingo,22,8.58,Ingeniería en Ciencias de la Computación,Facultad de Ingenieria,7.9,95,50,90,65,65,70,7,Aprobado,Público
1655,2019,Masculino,Ciudad Delgado,20,8.67,Ingeniería en Ciencias de la Computación,Facultad de Ingenieria,7.6,95,5,35,40,60,50,11,Aprobado,Privado
1656,2019,Femenino,Antiguo Cuscatlán,21,7.93,Ingeniería en Ciencias de la Computación,Facultad de Ingenieria,8.0,90,90,70,100,85,45,4,Aprobado,Público
1657,2019,Masculino,Ilopango,21,8.36,Ingeniería en Ciencias de la Computación,Facultad de Ingenieria,8.3,65,25,90,90,75,70,2,Aprobado,Privado
1658,2019,Masculino,Cojutepeque,21,8.05,Ingeniería en Ciencias de la Computación,Facultad de Ingenieria,7.7,85,85,5,95,35,55,9,Aprobado,Privado
1659,2019,Masculino,Colon,23,8.11,Ingeniería en Ciencias de la Computación,Facultad de Ingenieria,7.2,95,100,95,95,95,75,8,Aprobado,Privado
